_key,id,label,now_price,old_price,brand,currency,description,link
96964,96964,Điện thoại iPhone SE 128GB Đen (2020),10990000,14990000,Apple,VND,"<p>Thiết kế gọn nhẹ cao cấp với màn hình kích thước 4.7 inch</p><p>Công nghệ màn hình Retina HD hiển thị hình ảnh rõ nét</p><p>Chip A13 Bionic mang lại cấu hình mạnh mẽ vượt trội</p><p>Camera sau 12MP cho chất lượng ảnh sắc nét vừa đủ</p><p>Điện thoại có khả năng kháng nước, kháng bụi chuẩn IP67</p><p><a href=""https://www.nguyenkim.com/nut-home-bien-mat-vay-cam-bien-van-tay-cua-iphone-tiep-theo-o-dau.html"" target=""_blank"" rel=""noopener noreferrer"">Cảm biến vân tay Touch ID</a> giúp mở khóa nhanh chóng</p><p>Pin bền bỉ, xem video liên tục 13 giờ, hỗ trợ sạc nhanh</p>",https://www.nguyenkim.com/dien-thoai-iphone-se-128gb-den-2020.html
96966,96966,Điện thoại iPhone SE 128GB Trắng (2020),10990000,14990000,Apple,VND,"<p>Màn hình Retina HD 4.7 inch hiển thị hình ảnh rõ nét</p><p>Chip A13 Bionic mang lại cấu hình mạnh mẽ vượt trội</p><p>Camera sau 12MP cho chất lượng ảnh sắc nét vừa đủ</p><p>Điện thoại có khả năng kháng nước, kháng bụi chuẩn IP67</p><p><a href=""https://www.nguyenkim.com/nut-home-bien-mat-vay-cam-bien-van-tay-cua-iphone-tiep-theo-o-dau.html"" target=""_blank"" rel=""noopener noreferrer"">Cảm biến vân tay Touch ID</a> giúp mở khóa nhanh chóng</p><p>Pin bền bỉ, xem video liên tục 13 giờ, hỗ trợ sạc nhanh</p>",https://www.nguyenkim.com/dien-thoai-iphone-se-128gb-trang-2020.html
96981,96981,Điện thoại iPhone SE 64GB Trắng (2020),9490000,12990000,Apple,VND,"<p>Thiết kế điện thoại gọn nhẹ với màn hình 4.7 inch </p><p>Màn hình LCD Retina HD và True Tone cho hình ảnh sắc nét</p><p>Sử dụng chip A13 Bionic mang lại cấu hình mạnh mẽ</p><p>Camera sau 12MP cho chất lượng ảnh sắc nét vừa đủ</p><p>Hỗ trợ chuẩn Wi-Fi 6, Bluetooth 5.0, 4G LTE và 2 SIM</p><p>Cảm biến vân tay Touch ID, mở khóa nhanh chóng</p>",https://www.nguyenkim.com/dien-thoai-iphone-se-64gb-trang-2020-vi.html
96991,96991,Điện thoại iPhone SE 128GB Đen (2020),10990000,14990000,Apple,VND,"<p>Thiết kế gọn nhẹ cao cấp với màn hình kích thước 4.7 inch</p><p>Công nghệ màn hình Retina HD hiển thị hình ảnh rõ nét</p><p>Chip A13 Bionic ưu việt cho cấu hình mạnh mẽ vượt trội</p><p>Camera sau 12MP cho chất lượng ảnh sắc nét vừa đủ</p><p>Hỗ trợ chuẩn Wi-Fi 6, Bluetooth 5.0, 4G LTE và 2 SIM</p><p><a href=""https://www.nguyenkim.com/nut-home-bien-mat-vay-cam-bien-van-tay-cua-iphone-tiep-theo-o-dau.html"" target=""_blank"" rel=""noopener noreferrer"">Cảm biến vân tay Touch ID</a> giúp mở khóa nhanh chóng</p><p>Pin bền bỉ, xem video liên tục 13 giờ, hỗ trợ sạc nhanh</p>",https://www.nguyenkim.com/dien-thoai-iphone-se-128gb-den-2020-vi.html
97136,97136,Điện thoại iPhone 11 Pro Max 256GB Bạc,28990000,34990000,Apple,VND,"<p>Màn hình OLED 6.5 inch Super Retina XDR hiển thị cực sắc nét</p><p>Camera selfie 12 MP chụp hình ở chế độ chuyển động chậm</p><p>Chip A13 Bionic, <strong><a href=""https://www.nguyenkim.com/khong-phai-ai-cung-biet-nhung-tinh-nang-an-tren-ios-13.html"" target=""_blank"" rel=""noopener noreferrer"">hệ điều hành IOS 13</a> </strong>kết hợp hoàn hảo</p><p>RAM 4GB, bộ nhớ trong 256GB cho khả năng đa nhiệm rất tốt</p><p><a href=""https://www.nguyenkim.com/cum-camera-cua-iphone-11-pro-duoc-gioi-nhiep-anh-gia-khen-khong-tiec-loi.html"" target=""_blank"" rel=""noopener noreferrer""><strong>Cụm 3 cam</strong></a><strong><a href=""https://www.nguyenkim.com/cum-camera-cua-iphone-11-pro-duoc-gioi-nhiep-anh-gia-khen-khong-tiec-loi.html"" target=""_blank"" rel=""noopener noreferrer""></a><a href=""https://www.nguyenkim.com/cum-camera-cua-iphone-11-pro-duoc-gioi-nhiep-anh-gia-khen-khong-tiec-loi.html"" target=""_blank"" rel=""noopener noreferrer"">era</a></strong> 12 MP góc chụp siêu rộng, chụp đêm tốt</p><p>Pin chuẩn Li-Ion, dung lượng pin lớn, thời gian lướt web lâu</p>",https://www.nguyenkim.com/dien-thoai-iphone-11-pro-max-256gb-bac.html
97377,97377,Điện thoại Samsung Galaxy Note 20 Xám,19490000,23990000,Samsung,VND,"<p>Dòng smartphone mới nhất đến từ thương hiệu Samsung</p><p>Khả năng lưu trữ lên đến 1TB với khe cắm hỗ trợ thẻ nhớ</p><p>Màn hình 6.7 inch Super AMOLED hiển thị sắc màu rực rỡ</p><p>Sở hữu khả năng lưu trữ đỉnh cao khi có bộ nhớ trong 256GB</p><p>3 camera sau với chức năng riêng biệt, cho hình ảnh sắc nét</p><p>Camera selfie 10MP đem lại hình ảnh ""sống ảo"" tuyệt hảo</p><p>Lên kế hoạch, tạo ghi chú đơn giản với S Pen siêu nhạy</p><p>Đồng bộ hóa dữ liệu dễ dàng với ứng dụng Samsung Note</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-xam.html
97382,97382,Điện thoại Samsung Galaxy Note 20 Xanh,19490000,23990000,Samsung,VND,"<p>Dòng smartphone mới nhất đến từ thương hiệu Samsung</p><p>Màn hình 6.7 inch Super AMOLED hiển thị sắc màu rực rỡ</p><p>Dung lượng có thể đạt đến 1TB với khe cắm hỗ trợ thẻ nhớ</p><p>Sở hữu khả năng lưu trữ đỉnh cao khi có bộ nhớ trong 256GB</p><p>3 camera sau với chức năng riêng biệt, cho hình ảnh sắc nét</p><p>Camera selfie 10MP đem lại hình ảnh ""sống ảo"" tuyệt hảo</p><p>Lên kế hoạch, tạo ghi chú đơn giản với S Pen siêu nhạy</p><p>Đồng bộ hóa dữ liệu dễ dàng với ứng dụng Samsung Note</p><p>Thiết kế sang trọng đi cùng tone màu tinh tế, thời thượng</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-xanh.html
97387,97387,Điện thoại Samsung Galaxy Note 20 Đồng,19490000,23990000,Samsung,VND,"<p>Dòng smartphone mới nhất đến từ thương hiệu Samsung</p><p>Màn hình 6.7 inch Super AMOLED hiển thị sắc màu rực rỡ</p><p>Dung lượng có thể đạt đến 1TB với khe cắm hỗ trợ thẻ nhớ</p><p>Sở hữu khả năng lưu trữ đỉnh cao khi có bộ nhớ trong 256GB</p><p>Lên kế hoạch, tạo ghi chú đơn giản với S Pen siêu nhạy</p><p>3 camera sau với chức năng riêng biệt, cho hình ảnh sắc nét</p><p>Camera selfie 10MP đem lại hình ảnh ""sống ảo"" tuyệt hảo</p><p>Đồng bộ hóa dữ liệu dễ dàng với ứng dụng Samsung Note</p><p>Vẻ ngoài sang trọng với gam màu đồng lần đầu tiên xuất hiện</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-dong.html
97388,97388,Điện thoại Samsung Galaxy Note 20 Ultra Đen,25490000,29990000,Samsung,VND,"<p>Màn hình kích thước 6.9"" cùng công nghệ hiển thị hiện đại</p><p>Bộ nhớ trong 256GB cho khả năng lưu trữ dữ liệu tối ưu</p><p>Chơi game, xem phim ""tẹt ga"" với màn hình cảm ứng siêu nhạy </p><p>Khả năng quay những thước phim chất lượng 8K hoàn hảo</p><p>Bộ 3 camera có độ phân giải cao bắt trọn mọi khoảnh khắc</p><p>Camera selfie 10MP đem lại những tấm ảnh chân dung sắc xảo</p><p>S Pen thế hệ mới giúp bạn dễ dàng lên kế hoạch, tạo ghi chú</p><p>Thiết kế siêu nhẹ đi cùng vẻ ngoài tinh tế với sắc đen huyền bí</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-ultra-den.html
97392,97392,Điện thoại Samsung Galaxy Note 20 Ultra Đồng,25490000,29990000,Samsung,VND,"<p>Màn hình kích thước 6.9"" cùng công nghệ hiển thị hiện đại</p><p>Bộ nhớ trong 256GB cho khả năng lưu trữ dữ liệu tối ưu</p><p>Chơi game, xem phim ""tẹt ga"" với màn hình cảm ứng siêu nhạy </p><p>Khả năng quay những thước phim chất lượng 8K hoàn hảo</p><p><a href=""https://www.nguyenkim.com/dien-thoai-di-dong/?features_hash=255-127430-169862-141554-141494-115836-144214"" target=""_blank"" rel=""noopener noreferrer"">Camera selfie 10MP</a> đem lại những tấm ảnh chân dung sắc xảo</p><p>Bộ 3 camera có độ phân giải cao bắt trọn mọi khoảnh khắc</p><p><a href=""https://www.nguyenkim.com/s-pen-chiec-but-than-ky-danh-cho-nhung-nguoi-yeu-note..html"" target=""_blank"" rel=""noopener noreferrer"">S Pen thế hệ mới</a> giúp bạn dễ dàng lên kế hoạch, tạo ghi chú</p><p>Kiểu dáng sang trọng với gam màu đồng lần đầu tiên xuất hiện</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-ultra-dong.html
97397,97397,Điện thoại Samsung Galaxy Note 20 Ultra Trắng,25490000,29990000,Samsung,VND,"<p>Màn hình kích thước 6.9"" cùng công nghệ hiển thị hiện đại</p><p>Bộ nhớ trong 256GB cho khả năng lưu trữ dữ liệu tối ưu</p><p>Chơi game, xem phim ""tẹt ga"" với màn hình cảm ứng siêu nhạy </p><p>Khả năng quay những thước phim chất lượng 8K hoàn hảo</p><p>Bộ 3 camera có độ phân giải cao bắt trọn mọi khoảnh khắc</p><p>Camera selfie 10MP đem lại những tấm ảnh chân dung sắc xảo</p><p>S Pen thế hệ mới giúp bạn dễ dàng lên kế hoạch, tạo ghi chú</p><p>Thiết kế siêu nhẹ đi cùng vẻ ngoài tinh tế với gam trắng tinh tế</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-ultra-trang.html
97542,97542,Điện thoại OPPO Reno4 Đen thiên thạch,7490000,8490000,OPPO,VND,<p>Thiết kế camera selfie màu AI tự động điều chỉnh ánh sáng</p><p>Sở hữu bộ 4 camera sau cho chất lượng hình ảnh chuẩn</p><p>Bộ nhớ 128GB hỗ trợ thẻ nhớ lên đến 256GB vô cùng tiện lợi</p><p>Trang bị sạc nhanh VOOC 4.0 30W cùng dung lượng pin lớn</p><p>Kết nối Bluetooh 5.1 có tốc độ cao đi cùng Wifi ổn định</p><p>Thiết kế mang hơi hướng hiện đại cùng màu đen mạnh mẽ</p>,https://www.nguyenkim.com/dien-thoai-oppo-reno4-den-thien-thach.html
97607,97607,Điện thoại Vsmart Star 4 (3GB/32GB) Đen,2040000,2490000,Vsmart,VND,"<p>Bộ nhớ 32GB đáp ứng tốt nhu cầu sử dụng thường ngày</p><p>Màn hình IPS LCD giọt nước tăng khả năng hiển thị thông tin</p><p>Độ phân giải màn hình chất lượng HD+, xem phim thả ga </p><p>Camera selfie 8MP đi cùng công nghệ làm đẹp AI Beauty</p><p>Hệ thống camera sau cao cấp quay video chất lượng Full HD</p><p>Pin dung lượng 3500mAH cho thời gian sử dụng lâu dài</p><p>Trang bị Wifi tốc độ cao và Bluetooth 4.2 kết nối nhanh </p><p>Thiết kế hiện đại đi cùng gam màu đen cá tính, mạnh mẽ</p>",https://www.nguyenkim.com/dien-thoai-vsmart-star-4-3gb-32gb-den.html
97612,97612,Điện thoại Vsmart Star 4 (3GB/32GB) Trắng,2040000,2490000,Vsmart,VND,"<p>Bộ nhớ 32GB đáp ứng tốt nhu cầu sử dụng thường ngày</p><p>Màn hình IPS LCD giọt nước tăng khả năng hiển thị thông tin</p><p>Độ phân giải màn hình chất lượng HD+, xem phim thả ga </p><p>Camera selfie 8MP đi cùng công nghệ làm đẹp AI Beauty</p><p>Hệ thống camera sau cao cấp quay video chất lượng Full HD</p><p>Pin dung lượng 3500mAH cho thời gian sử dụng lâu dài</p><p>Trang bị Wifi tốc độ cao và Bluetooth 4.2 kết nối nhanh </p><p>Kiểu dáng thu hút với gam màu trắng tinh khiết, trong trẻo</p>",https://www.nguyenkim.com/dien-thoai-vsmart-star-4-3gb-32gb-trang.html
97637,97637,Điện thoại Samsung Galaxy A01 Core Xanh,1490000,1990000,Samsung,VND,"<p>Màn hình LCD 5.3"" hiển thị hình ảnh rực rỡ, sắc nét</p><p>Khả năng phân giải hình ảnh chất lượng cao, lên đến HD+</p><p>Camera độ phân giải cao cho ảnh chụp trở thành kiệt tác</p><p>Khả năng quay video hoàn hảo với chất lượng Full HD</p><p>Trang bị Bluetooth 5.0 và Wifi tốc độ cao lên đến 2.4GHz</p><p>Sử dụng pin chất lượng cao dung lượng lớn 3000mAH</p><p>Thiết kế hiện đại thể hiện phong cách riêng của bạn</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a01-core-xanh.html
97642,97642,Điện thoại Samsung Galaxy A01 Core Đen,1490000,1990000,Samsung,VND,"<p>Màn hình LCD 5.3"" hiển thị hình ảnh rực rỡ, sắc nét</p><p>Khả năng phân giải hình ảnh chất lượng cao, lên đến HD+</p><p>Quay video hoàn hảo với chất lượng Full HD đến từ smartphone</p><p>Camera có độ phân giải cao cho ảnh chụp trở thành kiệt tác</p><p>Trang bị Bluetooth 5.0 và Wifi tốc độ cao lên đến 2.4GHz</p><p>Sử dụng pin chất lượng cao dung lượng lớn 3000mAH</p><p>Kiểu dáng thời thượng thể hiện phong cách riêng của bạn</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a01-core-den.html
97647,97647,Điện thoại Samsung Galaxy A01 Core Đỏ,1490000,1990000,Samsung,VND,"<p>Màn hình LCD 5.3"" hiển thị hình ảnh rực rỡ, sắc nét</p><p>Khả năng phân giải hình ảnh chất lượng cao, lên đến HD+</p><p>Quay video chất lượng Full HD tuyệt hảo trở nên dễ dàng </p><p>Camera có độ phân giải cao cho ảnh chụp trở thành kiệt tác</p><p>Trang bị Bluetooth 5.0 và Wifi tốc độ cao lên đến 2.4GHz</p><p>Sử dụng pin chất lượng cao dung lượng lớn 3000mAH</p><p>Sắc đỏ ấn tượng tăng thêm vẻ cá tính, thời thượng</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a01-core-do.html
97652,97652,Điện thoại Samsung Galaxy A51 Bạc độc đáo,5990000,7990000,Samsung,VND,"<p>Màn hình LCD cho khả năng hiển thị hình ảnh rực rỡ, sắc nét</p><p>Màn hình phân giải hình ảnh chất lượng cao, lên đến <span>FullHD+ </span></p><p>Camera selfie 32MP cao cấp cho bạn ảnh chụp lung linh</p><p>Bộ 4 camera nổi bật đem lại ảnh chụp hoàn hảo từng chi tiết</p><p>Sử dụng pin chất lượng cao với dung lượng lớn 4000mAH</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a51-bac-doc-dao.html
97727,97727,Điện thoại Samsung Galaxy Note 20 Ultra 5G Đồng,27990000,32990000,Samsung,VND,"<p>Hỗ trợ kết nối mạng 5G sở hữu tốc độ nhanh nhất hiện nay</p><p>Màn hình kích thước 6.9"" cùng công nghệ hiển thị hiện đại</p><p>Bộ nhớ trong 256GB cho khả năng lưu trữ dữ liệu tối ưu</p><p>Chơi game, xem phim ""tẹt ga"" với màn hình cảm ứng siêu nhạy </p><p>Khả năng quay những thước phim chất lượng 8K hoàn hảo</p><p>Camera selfie 10MP đem lại những tấm ảnh chân dung sắc xảo</p><p>Bộ 3 camera có độ phân giải cao bắt trọn mọi khoảnh khắc</p><p>S Pen thế hệ mới giúp bạn dễ dàng lên kế hoạch, tạo ghi chú</p><p>Kiểu dáng sang trọng với gam màu đồng lần đầu tiên xuất hiện</p>",https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-ultra-5g-dong.html
98293,98293,Điện thoại Vivo Y20 (4GB/64GB) Xanh thiên tú,3490000,3990000,Vivo,VND,"<p>Smartphone mang kiểu dáng hiện đại cùng đường nét tinh tế</p><p>Sở hữu màn hình 5.1"" LCD cùng tấm nền IPS chống chói tốt</p><p>Phân giải hình ảnh chuẩn HD+, đem lại chuyển động mượt mà</p><p>Bộ nhớ 64GB hỗ trợ thẻ nhớ lên đến 256GB vô cùng tiện lợi</p><p>Camera chân dung 8MP, cho bạn những bức ảnh sống ảo ""chất""</p><p>Các camera sau có khả năng chụp hoàn hảo với độ nét cao</p><p>Hỗ trợ sạc nhanh 10W giúp duy trì những ván game tuyệt hảo</p>",https://www.nguyenkim.com/dien-thoai-vivo-y20-4gb-64gb-xanh-thien-tu.html
98298,98298,Điện thoại Vivo Y20 (4GB/64GB) Trắng tinh sương,3490000,3990000,Vivo,VND,"<p>Bộ nhớ 64GB hỗ trợ thẻ nhớ lên đến 256GB vô cùng tiện lợi</p><p>Sở hữu màn hình 5.1"" LCD cùng tấm nền IPS chống chói tốt</p><p>Phân giải hình ảnh chuẩn HD+, đem lại chuyển động mượt mà</p><p>Camera chân dung 8MP, cho bạn những bức ảnh sống ảo ""chất""</p><p>Các camera sau có khả năng chụp hoàn hảo với độ nét cao</p><p>Hỗ trợ sạc nhanh 10W giúp duy trì những ván game tuyệt hảo</p><p>Smartphone mang kiểu dáng hiện đại cùng đường nét tinh tế</p>",https://www.nguyenkim.com/dien-thoai-vivo-y20-4gb-64gb-trang-tinh-suong.html
98302,98302,Điện thoại Vsmart Live 4 (6GB/64GB) Xanh lục bảo,3990000,4790000,Vsmart,VND,"<p>Bộ nhớ 64GB đáp ứng tốt nhu cầu giải trí, xem phim của bạn</p><p>Màn hình IPS LCD 6.5 inch có độ phân giải hình ảnh chuẩn</p><p>Camera selfie chất lượng cao, đem lại những bức ảnh ""chất""</p><p>Bộ 3 camera sau sẽ mang đến cho người dùng những tuyệt tác </p><p>Dung lượng pin 5000mAH, kéo dài thời gian lướt web tối đa</p><p>Cấu hình đỉnh giúp bạn giải trí thả ga mà máy không bị lag</p><p>Wifi và Bluetooth 5.0 tốc độ cao, dễ dàng chia sẻ, tìm kiếm</p>",https://www.nguyenkim.com/dien-thoai-vsmart-live-4-6gb-64gb-xanh-luc-bao.html
98303,98303,Điện thoại Vsmart Live 4 (6GB/64GB) Đen lam ngọc,3990000,4790000,Vsmart,VND,"<p>Bộ nhớ 64GB đáp ứng tốt nhu cầu giải trí, xem phim của bạn</p><p>Màn hình IPS LCD 6.5 inch có độ phân giải hình ảnh chuẩn</p><p>Camera selfie chất lượng cao, đem lại những bức ảnh ""chất""</p><p>Bộ 3 camera sau sẽ mang đến cho người dùng những tuyệt tác </p><p>Dung lượng pin 5000mAH, kéo dài thời gian lướt web tối đa</p><p>Cấu hình đỉnh giúp bạn giải trí thả ga mà máy không bị lag</p><p>Wifi và Bluetooth 5.0 tốc độ cao, dễ dàng chia sẻ, tìm kiếm</p>",https://www.nguyenkim.com/dien-thoai-vsmart-live-4-6gb-64gb-den-lam-ngoc.html
98308,98308,Điện thoại Vsmart Live 4 (6GB/64GB) Trắng tinh thạch,3990000,4790000,Vsmart,VND,"<p>Màn hình IPS LCD 6.5"" cùng độ phân giải hình ảnh Full HD+</p><p>Bộ nhớ 64GB đáp ứng tốt nhu cầu giải trí, xem phim của bạn</p><p>Camera selfie chất lượng cao, đem lại những bức ảnh ""chất""</p><p>Bộ 3 camera sau sẽ mang đến cho người dùng những tuyệt tác </p><p>Dung lượng pin 5000mAH, kéo dài thời gian lướt web tối đa</p><p>Cấu hình đỉnh giúp bạn giải trí thả ga mà máy không bị lag</p><p>Wifi và Bluetooth 5.0 tốc độ cao, dễ dàng chia sẻ, tìm kiếm</p>",https://www.nguyenkim.com/dien-thoai-vsmart-live-4-6gb-64gb-trang-tinh-thach.html
98312,98312,Điện thoại Realme C12 Xanh hải quân,3190000,3490000,Realme,VND,"<p>Màn hình giọt sương LCD 6.5"", nâng cao khả năng hiển thị</p><p>Dung lượng bộ nhớ 32GB đi cùng khe hỗ trợ thẻ nhớ 256GB</p><p>Bộ 3 camera chụp đêm sắc nét, đem lại hình ảnh tuyệt hảo</p><p>Camera selfie 5MP mang đến cho bạn ảnh sống ảo ""tung chảo""</p><p>Tích hợp Wifi, Bluetooth tốc độ cao dễ dàng chia sẻ hình ảnh</p><p>Pin khủng 6000mAh, cho máy khả năng vận hành vô cùng bền</p><p>Nâng tầm phong cách với smartphone mang sắc xanh tinh tế</p>",https://www.nguyenkim.com/dien-thoai-realme-c12-xanh-hai-quan.html
98527,98527,Điện thoại Oppo A53 (4GB/128GB) Xanh,4190000,4490000,OPPO,VND,"<p>Sử dụng chipset Qualcomm Snapdragon 460 tốc độ cao</p><p>Màn hình LCD 6.5"" tăng khả năng hiển thị thông tin</p><p>Bộ nhớ lớn 128GB hỗ trợ thẻ nhớ ngoài lên đến 256GB</p><p>Bộ ba camera sau giúp bạn chụp hình ảnh rõ nét hơn</p><p>Camera Selfie 16MP đem lại ảnh chân dung lung linh</p><p>Trang bị cảm biến vân tay thông minh sau thân máy </p><p>Kiểu dáng hiện đại cùng sắc xanh thời thượng, tinh tế</p>",https://www.nguyenkim.com/dien-thoai-oppo-a53-4gb-128gb-xanh.html
98966,98966,Điện thoại Vsmart Aris (6GB/64GB) Lục cực quang,5290000,5990000,Vsmart,VND,"<p>Công nghệ hiển thị 16 triệu màu cho hình ảnh sống động</p><p>Chipset Snapdragon 730 8 nhân cho khả năng đa nhiệm cao</p><p>Bộ 4 camera sau bắt trọn mọi khung ảnh chính xác, hoàn hảo</p><p>Được trang bị camera Selfie 20MP cho ảnh ""sống ảo"" lung linh</p><p>Dung lượng bộ nhớ trong 64GB, tải ứng dụng nhanh chóng</p><p>Hỗ trợ sóng 4G và sạc nhanh 18W cho hoạt động mượt mà </p><p>Thiết kế hiện đại đi cùng màu xanh lục tươi mát, thu hút</p>",https://www.nguyenkim.com/dien-thoai-vsmart-aris-6gb-64gb-luc-cuc-quang.html
98976,98976,Điện thoại Vsmart Joy 4 (4GB/64GB) Đen cẩm thạch,2940000,3590000,Vsmart,VND,"<p>Bộ 4 camera sau giúp bắt trọn mọi khung ảnh chính xác</p><p>Trang bị camera selfie 13MP cao cấp cho ảnh chụp xịn xò</p><p>Bộ nhớ trong lớn 64GB cùng hỗ trợ thẻ nhớ tối đa 256GB</p><p>Tích hợp Wifi và Bluetooth 5.0 có tốc độ đường truyền cao</p><p>Dung lượng pin 5000 mAh, thoải mái trải nghiệm cả ngày</p>",https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-4gb-64gb-den-cam-thach.html
98981,98981,Điện thoại Vsmart Joy 4 (4GB/64GB) Trắng ngọc trai,2940000,3590000,Vsmart,VND,"<p>Bộ 4 camera sau giúp bắt trọn mọi khung ảnh chính xác</p><p>Trang bị camera selfie 13MP cao cấp cho ảnh chụp xịn xò</p><p>Bộ nhớ trong lớn 64GB cùng hỗ trợ thẻ nhớ tối đa 256GB</p><p>Tích hợp Wifi và Bluetooth 5.0 có tốc độ đường truyền cao</p><p>Dung lượng pin 5000 mAh, thoải mái trải nghiệm cả ngày</p>",https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-4gb-64gb-trang-ngoc-trai.html
98986,98986,Điện thoại Vsmart Joy 4 (4GB/64GB) Xanh ngọc lam,2940000,3590000,Vsmart,VND,"<p>Bộ 4 camera sau giúp bắt trọn mọi khung ảnh chính xác</p><p>Trang bị camera selfie 13MP cao cấp cho ảnh chụp xịn xò</p><p>Bộ nhớ trong lớn 64GB cùng hỗ trợ thẻ nhớ tối đa 256GB</p><p>Tích hợp Wifi và Bluetooth 5.0 có tốc độ đường truyền cao</p><p>Dung lượng pin 5000 mAh, thoải mái trải nghiệm cả ngày</p>",https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-4gb-64gb-xanh-ngoc-lam.html
98991,98991,Điện thoại Vsmart Joy 4 (3GB/64GB) Đen cẩm thạch,2790000,3290000,Vsmart,VND,"<p>Bộ 4 camera sau giúp bắt trọn mọi khung ảnh chính xác</p><p>Trang bị camera selfie 13MP cao cấp cho ảnh chụp xịn xò</p><p>Bộ nhớ trong lớn 64GB cùng hỗ trợ thẻ nhớ tối đa 256GB</p><p>Tích hợp Wifi và Bluetooth 5.0 có tốc độ đường truyền cao</p><p>Dung lượng pin 5000 mAh, thoải mái trải nghiệm cả ngày</p>",https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-3gb-64gb-den-cam-thach.html
98995,98995,Điện thoại Vsmart Joy 4 (3GB/64GB) Trắng ngọc trai,2790000,3290000,Vsmart,VND,"<p>Bộ 4 camera sau giúp bắt trọn mọi khung ảnh chính xác</p><p>Trang bị camera selfie 13MP cao cấp cho ảnh chụp xịn xò</p><p>Bộ nhớ trong lớn 64GB cùng hỗ trợ thẻ nhớ tối đa 256GB</p><p>Tích hợp Wifi và Bluetooth 5.0 có tốc độ đường truyền cao</p><p>Dung lượng pin 5000 mAh, thoải mái trải nghiệm cả ngày</p>",https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-3gb-64gb-trang-ngoc-trai.html
99000,99000,Điện thoại Vsmart Joy 4 (3GB/64GB) Xanh ngọc lam,2790000,3290000,Vsmart,VND,"<p>Bộ 4 camera sau giúp bắt trọn mọi khung ảnh chính xác</p><p>Trang bị camera selfie 13MP cao cấp cho ảnh chụp xịn xò</p><p>Bộ nhớ trong lớn 64GB cùng hỗ trợ thẻ nhớ tối đa 256GB</p><p>Tích hợp Wifi và Bluetooth 5.0 có tốc độ đường truyền cao</p><p>Dung lượng pin 5000 mAh, thoải mái trải nghiệm cả ngày</p>",https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-3gb-64gb-xanh-ngoc-lam.html
99129,99129,Điện thoại Vivo Y1s (2GB/32GB) Xanh quang cực,2390000,2690000,Vivo,VND,"<p>Sử dụng chipset MediaTek Helio P35 khả năng đa nhiệm cao</p><p>Lưu trữ dữ liệu với bộ nhớ 32GB và hỗ trợ thẻ nhớ đến 256GB</p><p>Camera selfie 5MP đem đến cho bạn những bức hình lung linh</p><p>Camera sau 13MP giúp nắm bắt mọi khung hình, chuyển động</p><p>Màn hình IPS LCD 6.22"", khả năng hiển thị hình ảnh hoàn hảo</p><p>Bluetooth 5.0 và Wifi tốc độ cao, lướt web xem phim thả ga</p><p>Thiết kế hiện đại, thời thượng với gam màu xanh tím mới lạ</p>",https://www.nguyenkim.com/dien-thoai-vivo-y1s-2gb-32gb-xanh-quang-cuc.html
99134,99134,Điện thoại Vsmart Active 3 (6GB/64GB) Tím ngọc,3190000,3990000,Vsmart,VND,"<p>Màn hình tràn viền AMOLED 6.39"" cho hình ảnh tươi sáng</p><p>CPU MediaTek Helio P60 8 nhân hiệu năng hoạt động ổn định</p><p>Bộ 3 camera lên tới 48MP ghi lại mọi khoảnh khắc đẹp nhất</p><p>Camera selfie trượt 16MP với AI Beauty cho bức ảnh sắc nét</p><p>Pin 4020 mAh sạc nhanh, sử dụng smartphone cả ngày dài</p><p>Tích hợp cảm biến vân tay ở mặt lưng giúp mở khóa nhanh</p>",https://www.nguyenkim.com/dien-thoai-vsmart-active-3-6gb-64gb-tim-ngoc.html
